tbd	-1.41708084507042	0.0508712921373068
ypp	-1.40323141549296	0.0138822914207125
pdn	-1.40055896478873	0.00964649594545349
sens	-1.4009308943662	0.0172317450554461
aco	-1.4045321971831	0.016584767323771
pdo	-1.40806641549296	0.0258047835277383
hdn	-1.41532640140845	0.0463725538781241
gem	-1.41288097183099	0.0439439198689725
rha	-1.43905035915493	0.0727020232668079
bbs	-1.39998059859155	0.025852525295838
cjv	-1.41300007746479	0.032669819528789
mru	-1.41480588028169	0.0390218502921481
sdl	-1.41410331690141	0.0320769351561773
hch	-1.39744507042254	0.0204761573646956
tni	-1.42328449295775	0.0586236527958839
echs	-1.40237283098592	0.0313924541322171
smut	-1.40465995774648	0.035295112909308
mul	-1.43855311971831	0.065619963896372
ngo	-1.41522130985915	0.013451186241316
mcu	-1.40620336619718	0.0188584377836079
rsh	-1.43629406338028	0.0533963666182519
acn	-1.40790602816901	0.00452750289279395
hwa	-1.40848391549296	0.00687041828470792
dae	-1.40499147183099	0.0315745550003367
efi	-1.408098	0.0379074907049865
cama	-1.40064023239437	0.0223569484210699
seno	-1.40073319014085	0.0174231132113644
det	-1.41144809859155	0.00931778755990777
senq	-1.40074300704225	0.0174244059041192
bov	-1.41393766901408	0.0322071156567744
aay	-1.42249599295775	0.0441510324358194
cde	-1.40090878169014	0.0201705765019594
cpsa	-1.40265016901408	0.0240743857521908
btm	-1.42128132394366	0.0557112737687442
zmn	-1.4056076056338	0.0116504413088945
phm	-1.43378547183099	0.0505187703372791
cps	-1.41370395070423	0.0488209579974687
btra	-1.40997095774648	0.0310170934430194
kol	-1.40765027464789	0.0256475396472547
dmc	-1.40700213380282	0.0113493100188522
cgn	-1.41486725352113	0.0426486996704076
evi	-1.40512005633803	0.0220120221795827
ypl	-1.40449111267606	0.0143946962146569
asm	-1.40860268309859	0.0354083299074549
arg	-1.39837895774648	0.0250763196345314
cdb	-1.40120993661972	0.0193814432054619
bmb	-1.4126130915493	0.0321929998571815
amao	-1.40049758450704	0.0238082351519975
mtut	-1.42084638028169	0.060671048928924
sdr	-1.39965406338028	0.0309003488904398
prc	-1.40670099295775	0.0362999564743605
abad	-1.40746328873239	0.0400801348853911
rbr	-1.41235090140845	0.0234189269729857
nmg	-1.41937627464789	0.0459929786433511
ssb	-1.40393498591549	0.0289947557373681
ecs	-1.39891084507042	0.0160242844830686
cpp	-1.40179197183099	0.011802703584306
xfl	-1.39985502112676	0.0121238975401672
sah	-1.41089335915493	0.0494809714181537
sfc	-1.41267467605634	0.0325719013846455
eat	-1.40790617605634	0.00939369149679185
vcs	-1.40469448591549	0.0139535169850693
cua	-1.40953409859155	0.0472443537667094
seds	-1.41084116197183	0.0313292875354932
rru	-1.42916948591549	0.0466175193396182
oni	-1.409322	0.0217976495010863
lpe	-1.40714729577465	0.0398028180882012
ton	-1.40951049295775	0.00980685248077684
tpg	-1.40713247887324	0.00559526945387962
ppno	-1.42375765492958	0.0601646368960189
csa	-1.4156841971831	0.052368533558287
mpk	-1.43109568309859	0.0322471343888651
vsp	-1.40204114788732	0.028835514177421
scq	-1.40298847887324	0.0307718073970138
nbr	-1.44377454929577	0.0752440420169741
scs	-1.42221079577465	0.0486144799056676
mham	-1.41323588732394	0.0303418336430442
nou	-1.42717038028169	0.0459998567602714
tcx	-1.40179743661972	0.0223793773149971
apr	-1.41066781690141	0.0327650577368708
tki	-1.41173270422535	0.0393619587475402
bchr	-1.39937198591549	0.0239848975264249
bak	-1.39622648591549	0.0225302207467396
ckl	-1.42118730985915	0.0467046685969569
aao	-1.40668365492958	0.0186524207346003
hhl	-1.41903028169014	0.0432863414499202
kpn	-1.40719526056338	0.0314649245429794
spya	-1.40350261267606	0.0326236245696906
kln	-1.40497523239437	0.0218506431842997
sfo	-1.39977214788732	0.0134580560625971
spau	-1.42868182394366	0.0547891228302923
fsy	-1.4363378028169	0.0616440112719461
nmp	-1.41622375352113	0.0126973435489344
agr	-1.41510961267606	0.0450035586441823
dps	-1.40458228169014	0.0144508403151726
anae	-1.42057009859155	0.0497931029885708
vcq	-1.40412501408451	0.0137889870513879
can	-1.42739635211268	0.0476941623566932
vpf	-1.40091927464789	0.0226203341503474
cmi	-1.4296078943662	0.047348150807481
mhyl	-1.40364376056338	0.0236213630081556
sua	-1.40901588732394	0.0365398734118549
ctrg	-1.40402842957746	0.0190616303410784
bml	-1.45094284507042	0.0529475361971217
seh	-1.40016284507042	0.0173772012280911
cru	-1.38978788732394	0.00820693950350873
lfi	-1.4129026971831	0.0183905173646896
abd	-1.40637870422535	0.040596753602633
gac	-1.40883907042254	0.00940149080381789
abaa	-1.40727123943662	0.0395510796235514
bprm	-1.41084747183099	0.00839141808856724
mtv	-1.42084573239437	0.0606898808224766
lfc	-1.41229996478873	0.00868173725960841
bcl	-1.40543483098592	0.0223300148429952
psn	-1.41122111267606	0.048659454256693
bcx	-1.42025500704225	0.0546443008779388
eau	-1.40450832394366	0.0292263209055785
hcor	-1.42455526760563	0.0432392632617872
mhv	-1.40053722535211	0.0255035544113121
pth	-1.40412386619718	0.0157824599400124
spyo	-1.40302500704225	0.0326919058037571
tna	-1.41564105633803	0.00682415685760456
cla	-1.41108342957746	0.0311739141222799
gdi	-1.42751933802817	0.0490185330952768
nml	-1.44215823239437	0.0635301887043473
esu	-1.41578161267606	0.0173542439300278
zpr	-1.41464671830986	0.047227512201097
caj	-1.41575416197183	0.0276552748997904
cgx	-1.40289479577465	0.0252533166141226
aap	-1.40615834507042	0.0251486656874515
mtz	-1.42056221830986	0.060859914075028
